user_id,event_id,event_type,event_sub_event,event_average_rating,clicks
U9OXBH3,E09R100,Webinar,Career,3.47,278.9
U9OXBH3,E01R100,Webinar,Career,3.12,126.8
U7UTHIU,E01R100,Webinar,Career,4.84,268.2
U7UTHIU,E01M100,Sketching,Competition,4.24,121.3
U7UTHIU,E02C121,Poetry,Cultural,3.23,223.7
UE6IJVY,E02C100,Garba Night,Cultural,3.85,148.0
UE6IJVY,E12M142,Poster Making,Competition,4.44,45.5
U8JY2GC,E11C100,Garba Night,Cultural,3.81,279.1
U8JY2GC,E10M100,Sketching,Competition,3.55,141.7
U8JY2GC,E04R100,Webinar,Career,4.36,223.0
U8JY2GC,E05C100,Garba Night,Cultural,4.36,116.5
U8JY2GC,E05C100,Garba Night,Cultural,3.79,15.5
UBI6FER,E11R100,Webinar,Career,4.38,39.2
UBI6FER,E09C100,Concerts,Cultural,4.29,153.9
U9V04KE,E09R100,Webinar,Career,4.19,210.1
U9V04KE,E09R100,Webinar,Career,4.03,107.1
U9V04KE,E03R100,Webinar,Career,4.6,211.7
UWN9MHK,E03C121,Poetry,Cultural,3.89,212.6
UWN9MHK,E05C100,Garba Night,Cultural,4.35,214.1
UWN9MHK,E10R100,Webinar,Career,3.77,152.8
UWN9MHK,E10R100,Webinar,Career,3.86,275.3
UPQUA6O,E10M142,Poster Making,Competition,3.88,151.9
UX3NBIT,E05R100,Webinar,Career,3.34,140.6
UX3NBIT,E03M142,Poster Making,Competition,4.21,67.8
UAVBJKF,E05C100,Garba Night,Cultural,4.17,99.2
UAVBJKF,E03C100,Garba Night,Cultural,3.08,22.3
UWQMZB7,E05C100,Concerts,Cultural,3.62,193.7
UWQMZB7,E12M100,Sketching,Competition,3.13,82.1
UWQMZB7,E11M142,Poster Making,Competition,3.87,98.2
UY22TWK,E03C100,Concerts,Cultural,4.12,233.5
UJZNVER,E06R100,Webinar,Career,3.95,104.9
UJZNVER,E01C121,Poetry,Cultural,2.64,80.2
UJZNVER,E09T100,Speed,Technical,4.26,59.0
UJZNVER,E12T100,Speed,Technical,3.63,234.7
UJZNVER,E07M100,Sketching,Competition,4.01,47.6
UZ64JWP,E11C100,Concerts,Cultural,3.83,141.6
UZ64JWP,E05C100,Concerts,Cultural,3.02,157.0
UZ64JWP,E08T100,Reload,Technical,3.28,209.3
UZ64JWP,E02R100,Webinar,Career,4.49,193.7
UZ64JWP,E03R100,Webinar,Career,4.1,245.1
U53UGBI,E04M100,Sketching,Competition,4.4,23.0
U53UGBI,E12M142,Poster Making,Competition,3.41,96.0
U53UGBI,E06M100,Sketching,Competition,4.3,91.2
UKJIDN8,E09T100,Speed,Technical,3.73,52.3
UKJIDN8,E12M100,Sketching,Competition,3.36,93.9
UKJIDN8,E01M142,Poster Making,Competition,4.35,99.8
UKJIDN8,E01C100,Garba Night,Cultural,2.94,161.3
U8T5U5F,E06M100,Sketching,Competition,3.55,202.5
U8T5U5F,E12C100,Concerts,Cultural,4.52,120.5
U8T5U5F,E07C100,Concerts,Cultural,4.05,218.6
UB0NSPN,E03T100,Speed,Technical,3.72,107.5
UB0NSPN,E11R100,Webinar,Career,3.5,94.2
UB0NSPN,E01C100,Garba Night,Cultural,3.82,166.9
U3ILXD0,E12C100,Concerts,Cultural,4.38,16.9
U3ILXD0,E09M142,Poster Making,Competition,4.59,33.1
U3ILXD0,E10T100,Nimbus,Technical,3.9,131.2
U31Q9QK,E08T100,Reload,Technical,4.44,283.4
U31Q9QK,E08C100,Garba Night,Cultural,4.84,219.2
UHXVSQ4,E06R100,Webinar,Career,3.7,35.6
UHXVSQ4,E11T100,Reload,Technical,3.94,255.4
UC7A8AF,E03R100,Webinar,Career,4.51,222.4
UC7A8AF,E10M100,Sketching,Competition,3.55,187.2
UC7A8AF,E02M142,Poster Making,Competition,4.28,247.9
UC7A8AF,E07T100,Nimbus,Technical,4.27,127.2
UCFTMTX,E02R100,Webinar,Career,4.25,74.2
UCFTMTX,E11R100,Webinar,Career,3.29,158.5
UCFTMTX,E05R100,Webinar,Career,4.21,169.2
UCFTMTX,E11M100,Sketching,Competition,3.98,166.1
U8K9OTK,E04M100,Sketching,Competition,3.83,173.9
UIPEU73,E10C121,Poetry,Cultural,3.83,285.1
UIPEU73,E07T100,Nimbus,Technical,3.53,271.7
UIPEU73,E10C100,Garba Night,Cultural,4.13,264.0
UIPEU73,E09T100,Nimbus,Technical,3.33,242.4
UZ75RNA,E05M142,Poster Making,Competition,3.32,283.6
UZ75RNA,E12C121,Poetry,Cultural,4.72,38.6
UZ75RNA,E10T100,Nimbus,Technical,3.85,86.9
UZ75RNA,E02M100,Sketching,Competition,4.59,153.6
UZ75RNA,E05C100,Concerts,Cultural,4.42,255.5
UMDO4Y4,E04C100,Concerts,Cultural,4.68,156.5
UMDO4Y4,E02R100,Webinar,Career,3.95,226.9
UYF1JHR,E05R100,Webinar,Career,4.85,50.3
UYF1JHR,E08M100,Sketching,Competition,3.61,83.2
UYF1JHR,E11R100,Webinar,Career,2.94,222.2
UN98VLU,E03R100,Webinar,Career,3.99,57.8
UHNTSFY,E01T100,Speed,Technical,3.44,111.9
U6BJY0V,E01M142,Poster Making,Competition,3.02,86.8
UEP4ZKG,E06C100,Garba Night,Cultural,4.73,111.5
U1B3MN5,E06C100,Garba Night,Cultural,3.97,215.4
U1B3MN5,E10T100,Speed,Technical,3.47,116.7
UWW2HVY,E05T100,Speed,Technical,3.74,171.0
UWW2HVY,E05R100,Webinar,Career,4.07,39.0
UWW2HVY,E11T100,Nimbus,Technical,3.05,243.5
UWW2HVY,E07M100,Sketching,Competition,4.1,117.3
UWW2HVY,E09T100,Nimbus,Technical,4.22,198.1
USOO4VL,E11R100,Webinar,Career,3.64,220.4
USOO4VL,E04C100,Garba Night,Cultural,3.92,70.8
UWI7JJ4,E02R100,Webinar,Career,3.96,266.6
UWI7JJ4,E03M142,Poster Making,Competition,4.44,188.7
UWI7JJ4,E10R100,Webinar,Career,4.59,134.3
UWI7JJ4,E09M142,Poster Making,Competition,4.71,62.9
UWI7JJ4,E06R100,Webinar,Career,3.84,283.3
U1DZW25,E06C100,Garba Night,Cultural,3.59,229.0
U1DZW25,E10C121,Poetry,Cultural,3.06,70.3
U1DZW25,E10T100,Nimbus,Technical,4.65,107.9
U4BW2W1,E01M142,Poster Making,Competition,3.24,244.8
UO7BIOC,E08M142,Poster Making,Competition,4.36,211.7
UO7BIOC,E06R100,Webinar,Career,4.55,232.1
UO7BIOC,E02M142,Poster Making,Competition,3.98,137.9
UO7BIOC,E11M100,Sketching,Competition,3.87,217.8
UO7BIOC,E10R100,Webinar,Career,3.42,122.1
U2NK6H9,E05M142,Poster Making,Competition,4.25,71.3
U2NK6H9,E07T100,Reload,Technical,3.98,193.5
U2NK6H9,E01C121,Poetry,Cultural,4.33,293.0
U2NK6H9,E03R100,Webinar,Career,4.11,100.1
U6QJ6QO,E07C100,Garba Night,Cultural,3.53,143.7
UI9VAR8,E02C121,Poetry,Cultural,3.96,205.5
UI9VAR8,E08M142,Poster Making,Competition,3.74,167.0
UO30P1Q,E08M100,Sketching,Competition,4.05,254.6
UO30P1Q,E04M100,Sketching,Competition,3.16,230.9
UO30P1Q,E11M142,Poster Making,Competition,4.04,26.9
UO30P1Q,E10M142,Poster Making,Competition,4.45,299.5
UDW3D3N,E08C100,Garba Night,Cultural,4.51,228.2
UDW3D3N,E03M142,Poster Making,Competition,3.86,260.5
UKQ2UV7,E12C121,Poetry,Cultural,3.73,198.8
UKQ2UV7,E07R100,Webinar,Career,4.56,258.3
UKQ2UV7,E09M100,Sketching,Competition,3.52,42.6
UN3YQL3,E05R100,Webinar,Career,3.22,110.8
UN3YQL3,E12R100,Webinar,Career,3.98,264.2
UN3YQL3,E02C100,Garba Night,Cultural,4.0,68.5
UN3YQL3,E04C100,Concerts,Cultural,4.04,32.7
UN3YQL3,E10C100,Concerts,Cultural,4.31,238.6
UI16RKW,E05C121,Poetry,Cultural,3.18,252.3
UI16RKW,E02T100,Speed,Technical,4.14,57.2
UI16RKW,E05T100,Nimbus,Technical,3.81,257.8
UI16RKW,E11C100,Garba Night,Cultural,4.85,209.2
UG8TMBM,E03T100,Reload,Technical,4.78,160.8
UYSFM82,E12R100,Webinar,Career,3.5,250.8
UYSFM82,E12M100,Sketching,Competition,3.46,131.6
U3O49NK,E09R100,Webinar,Career,4.06,66.3
U3O49NK,E06R100,Webinar,Career,3.63,92.6
UYA5QFH,E12M100,Sketching,Competition,4.48,156.5
UYA5QFH,E06R100,Webinar,Career,3.12,164.1
UYA5QFH,E06T100,Nimbus,Technical,4.32,243.6
UYA5QFH,E10T100,Reload,Technical,4.51,239.5
UYA5QFH,E07M100,Sketching,Competition,4.08,178.6
UFO5I1V,E08C100,Garba Night,Cultural,3.99,236.4
UFO5I1V,E01T100,Reload,Technical,3.98,65.6
UFO5I1V,E03M142,Poster Making,Competition,4.34,24.5
UPH0SQW,E09M142,Poster Making,Competition,4.44,263.4
UPH0SQW,E07R100,Webinar,Career,3.8,31.9
UPH0SQW,E05M100,Sketching,Competition,3.53,81.5
UPH0SQW,E11R100,Webinar,Career,4.41,211.6
UTU23O9,E05M142,Poster Making,Competition,4.23,128.7
UTU23O9,E09T100,Reload,Technical,3.52,264.1
UTU23O9,E07R100,Webinar,Career,3.96,96.4
UTU23O9,E01R100,Webinar,Career,4.7,13.4
UHTQ8KQ,E12M142,Poster Making,Competition,4.33,97.2
UGOB3ZN,E05R100,Webinar,Career,3.22,177.6
UGOB3ZN,E06M100,Sketching,Competition,4.19,119.0
U46BZ21,E08R100,Webinar,Career,3.47,165.1
U46BZ21,E09C121,Poetry,Cultural,3.47,264.2
U46BZ21,E02T100,Speed,Technical,4.28,274.6
U46BZ21,E10C100,Concerts,Cultural,4.06,87.1
U46BZ21,E05R100,Webinar,Career,2.5,144.0
U6SY4X8,E11T100,Speed,Technical,3.94,169.3
U6SY4X8,E07T100,Speed,Technical,3.94,285.2
UEE24AU,E10R100,Webinar,Career,4.11,299.6
U3G97JG,E02R100,Webinar,Career,3.69,78.3
U3G97JG,E06C121,Poetry,Cultural,4.47,220.8
U3G97JG,E06R100,Webinar,Career,4.59,119.6
U3G97JG,E02M142,Poster Making,Competition,4.23,12.4
U3G97JG,E02M100,Sketching,Competition,4.48,12.7
U1T7HH1,E05R100,Webinar,Career,3.84,143.6
U1T7HH1,E03C100,Concerts,Cultural,4.08,151.6
ULPPYQS,E10M100,Sketching,Competition,3.45,16.5
ULPPYQS,E02R100,Webinar,Career,3.87,209.2
ULPPYQS,E01T100,Speed,Technical,4.13,95.3
UXACE1U,E08T100,Speed,Technical,4.48,172.4
UXACE1U,E01C121,Poetry,Cultural,3.95,97.3
UKTGVMU,E09C100,Garba Night,Cultural,3.31,58.5
UKTGVMU,E05R100,Webinar,Career,3.92,128.1
UKTGVMU,E02M100,Sketching,Competition,4.1,77.4
URPLXVH,E07C100,Concerts,Cultural,3.28,165.1
URPLXVH,E10R100,Webinar,Career,3.35,67.7
UKIHEMS,E11C121,Poetry,Cultural,4.35,157.4
UGHTDKO,E10R100,Webinar,Career,4.78,55.6
UYU1HB2,E10T100,Nimbus,Technical,4.19,204.6
UYU1HB2,E11C121,Poetry,Cultural,3.53,228.6
UFIBZH0,E10M142,Poster Making,Competition,3.47,42.0
UFIBZH0,E03M142,Poster Making,Competition,3.61,145.7
UHYJEYA,E09M142,Poster Making,Competition,3.5,30.6
UHYJEYA,E11R100,Webinar,Career,3.69,183.5
UHYJEYA,E06M142,Poster Making,Competition,3.62,86.7
U20UDO0,E12R100,Webinar,Career,4.25,163.0
U20UDO0,E12M100,Sketching,Competition,5.0,160.1
U15JVEV,E01T100,Nimbus,Technical,3.89,278.1
U15JVEV,E10M100,Sketching,Competition,3.52,169.2
U15JVEV,E09C121,Poetry,Cultural,4.93,179.1
U15JVEV,E12M142,Poster Making,Competition,3.84,126.5
U15JVEV,E03C100,Garba Night,Cultural,3.08,285.2
U6NWZI5,E12C121,Poetry,Cultural,4.16,235.4
UMDUH94,E02T100,Nimbus,Technical,4.1,92.8
UMDUH94,E11T100,Reload,Technical,4.76,254.8
UMDUH94,E05C100,Garba Night,Cultural,4.21,135.4
UMDUH94,E08M142,Poster Making,Competition,3.86,250.3
U3HTL2L,E04M142,Poster Making,Competition,3.54,248.6
U3HTL2L,E05T100,Reload,Technical,4.64,64.8
U3HTL2L,E05C121,Poetry,Cultural,3.7,213.3
U3HTL2L,E05C100,Concerts,Cultural,3.55,94.3
UOP3JKG,E05T100,Nimbus,Technical,3.52,96.3
UOP3JKG,E06C121,Poetry,Cultural,4.7,95.9
UMVEI13,E08R100,Webinar,Career,3.71,220.4
UMVEI13,E09C100,Garba Night,Cultural,4.33,76.6
UMVEI13,E07C100,Concerts,Cultural,4.22,10.3
U7LE7GJ,E05M142,Poster Making,Competition,3.56,217.4
U7LE7GJ,E05C100,Garba Night,Cultural,3.82,59.6
U7LE7GJ,E03R100,Webinar,Career,4.43,40.3
U7LE7GJ,E06R100,Webinar,Career,4.51,78.9
U7LE7GJ,E04T100,Speed,Technical,4.95,120.2
UNBKIBN,E12T100,Speed,Technical,3.89,148.0
UUGPOWE,E02M100,Sketching,Competition,5.0,22.9
UUGPOWE,E11T100,Nimbus,Technical,4.22,291.5
UUGPOWE,E06M100,Sketching,Competition,4.33,217.7
UUGPOWE,E07M142,Poster Making,Competition,3.99,103.7
UUGPOWE,E09M100,Sketching,Competition,4.01,102.4
URSTTHL,E02M100,Sketching,Competition,5.0,140.1
URSTTHL,E05M142,Poster Making,Competition,3.67,191.6
URSTTHL,E01T100,Nimbus,Technical,3.47,52.4
URSTTHL,E07M142,Poster Making,Competition,4.61,64.8
UNRE1AC,E07T100,Nimbus,Technical,4.13,259.2
UNRE1AC,E04R100,Webinar,Career,4.64,84.3
UNRE1AC,E05M142,Poster Making,Competition,4.44,120.3
U2U0E58,E09T100,Speed,Technical,3.23,262.7
U2U0E58,E11R100,Webinar,Career,4.41,202.3
U1H4OHJ,E07M142,Poster Making,Competition,3.84,109.1
U1H4OHJ,E02C121,Poetry,Cultural,4.18,208.3
U1H4OHJ,E04T100,Reload,Technical,3.64,15.7
U1H4OHJ,E10C121,Poetry,Cultural,3.95,223.3
U1H4OHJ,E11R100,Webinar,Career,4.54,151.2
ULEU0T2,E05M142,Poster Making,Competition,3.24,245.8
ULEU0T2,E04C100,Concerts,Cultural,3.36,286.8
U64Q2IR,E04T100,Reload,Technical,4.88,278.5
U9T4BYF,E11T100,Speed,Technical,4.24,273.7
UAP89ZG,E09M100,Sketching,Competition,4.69,158.5
UAP89ZG,E03M142,Poster Making,Competition,2.58,114.4
UAP89ZG,E03R100,Webinar,Career,3.96,144.9
UAP89ZG,E09C100,Garba Night,Cultural,4.27,210.1
USWFF1H,E02M142,Poster Making,Competition,4.06,266.4
USWFF1H,E12C100,Concerts,Cultural,3.71,70.0
USWFF1H,E11T100,Speed,Technical,3.74,276.3
USWFF1H,E02M100,Sketching,Competition,3.59,246.4
USWFF1H,E03M142,Poster Making,Competition,3.72,293.9
U38PXDC,E09C121,Poetry,Cultural,4.73,265.3
U38PXDC,E10R100,Webinar,Career,3.37,91.2
U38PXDC,E02T100,Speed,Technical,4.84,40.7
U38PXDC,E01M100,Sketching,Competition,3.62,42.5
U38PXDC,E05M142,Poster Making,Competition,3.71,94.5
U8R73M8,E09T100,Nimbus,Technical,4.36,188.1
U8R73M8,E03T100,Speed,Technical,4.64,243.3
U8R73M8,E04M100,Sketching,Competition,4.72,270.8
U8R73M8,E09C100,Concerts,Cultural,3.97,190.9
UGRIKGI,E02R100,Webinar,Career,3.46,11.6
UGRIKGI,E11T100,Speed,Technical,3.9,64.0
UGRIKGI,E06C100,Garba Night,Cultural,3.64,38.9
U0QR8FV,E09C100,Concerts,Cultural,4.72,115.4
U80PIT4,E02M100,Sketching,Competition,4.12,155.4
U80PIT4,E10C100,Concerts,Cultural,3.23,22.6
U80PIT4,E12C121,Poetry,Cultural,3.67,111.1
UT7J6QF,E06R100,Webinar,Career,3.93,62.0
UTHK29P,E11M142,Poster Making,Competition,4.84,197.7
UTHK29P,E03R100,Webinar,Career,4.89,144.6
UTHK29P,E04M100,Sketching,Competition,4.73,153.6
UTHK29P,E08M142,Poster Making,Competition,4.55,134.0
ULBZ8O1,E08M142,Poster Making,Competition,3.76,287.2
ULBZ8O1,E08C100,Concerts,Cultural,3.53,72.3
ULBZ8O1,E02C100,Garba Night,Cultural,3.37,159.8
UW825AJ,E01T100,Reload,Technical,2.91,223.4
UW825AJ,E07T100,Nimbus,Technical,3.6,171.5
UW825AJ,E12M142,Poster Making,Competition,3.61,279.4
UW825AJ,E09R100,Webinar,Career,4.64,119.6
UW825AJ,E02R100,Webinar,Career,3.3,144.5
UBSEN8E,E03R100,Webinar,Career,3.31,35.7
UBSEN8E,E10C100,Concerts,Cultural,4.22,186.6
UJH4MKM,E11T100,Nimbus,Technical,3.59,93.6
UJH4MKM,E02R100,Webinar,Career,4.04,56.5
UJH4MKM,E05M142,Poster Making,Competition,3.92,167.9
UF1LPBY,E04R100,Webinar,Career,3.7,164.4
UVV0TQ6,E10M142,Poster Making,Competition,3.94,32.0
UVV0TQ6,E04R100,Webinar,Career,3.58,212.5
UVV0TQ6,E03T100,Speed,Technical,4.27,190.9
UVV0TQ6,E02M100,Sketching,Competition,4.19,64.8
UUKXBKL,E07T100,Speed,Technical,4.43,146.1
UUKXBKL,E03C100,Concerts,Cultural,3.37,218.9
UUKXBKL,E09R100,Webinar,Career,3.31,163.5
UUKXBKL,E07M100,Sketching,Competition,4.61,124.7
U94KMZH,E09R100,Webinar,Career,3.77,103.5
U94KMZH,E05T100,Speed,Technical,3.51,187.0
UE26WAP,E11C121,Poetry,Cultural,4.22,282.3
UE26WAP,E04M100,Sketching,Competition,3.93,204.8
UMVY2FF,E10T100,Speed,Technical,3.68,31.7
UMVY2FF,E07R100,Webinar,Career,3.26,143.6
UMVY2FF,E07R100,Webinar,Career,3.94,268.3
UMVY2FF,E03R100,Webinar,Career,3.87,37.4
UMVY2FF,E07R100,Webinar,Career,3.37,296.8
UOI0WT0,E04T100,Reload,Technical,3.76,285.2
UOI0WT0,E11R100,Webinar,Career,4.25,32.7
UOI0WT0,E07T100,Speed,Technical,4.69,280.7
UOI0WT0,E07R100,Webinar,Career,4.31,115.3
UOI0WT0,E03T100,Reload,Technical,3.75,255.0
UZT1R70,E04T100,Reload,Technical,4.34,131.3
UZT1R70,E12R100,Webinar,Career,4.19,137.8
UZT1R70,E02M142,Poster Making,Competition,4.7,193.9
UZT1R70,E10R100,Webinar,Career,4.04,234.6
UZT1R70,E02M142,Poster Making,Competition,4.36,19.8
U0DH3L0,E06M100,Sketching,Competition,3.56,182.0
UGWJNUX,E05R100,Webinar,Career,3.77,64.2
UGWJNUX,E05C100,Garba Night,Cultural,3.68,110.3
UGWJNUX,E05T100,Reload,Technical,4.07,110.9
UGWJNUX,E07M142,Poster Making,Competition,4.42,146.0
UGWJNUX,E12T100,Nimbus,Technical,4.04,106.9
ULW94XK,E06R100,Webinar,Career,4.55,41.1
UNXTYGF,E03M142,Poster Making,Competition,4.9,52.2
UNXTYGF,E04R100,Webinar,Career,4.38,19.7
UNXTYGF,E09M142,Poster Making,Competition,4.2,146.4
UE5S9CO,E10R100,Webinar,Career,3.5,286.8
U7IYUYY,E08C100,Garba Night,Cultural,5.0,43.5
U7IYUYY,E10T100,Reload,Technical,3.81,284.4
U7IYUYY,E04T100,Nimbus,Technical,3.17,222.7
U7IYUYY,E05T100,Speed,Technical,4.15,194.9
U7IYUYY,E01T100,Nimbus,Technical,3.6,197.1
UKZ3UI5,E12C121,Poetry,Cultural,3.81,249.8
UKZ3UI5,E10T100,Reload,Technical,3.45,41.0
UM391HB,E12M100,Sketching,Competition,4.43,156.4
UM391HB,E04T100,Nimbus,Technical,5.0,212.2
UM391HB,E07C100,Concerts,Cultural,3.89,180.2
UM391HB,E02R100,Webinar,Career,3.4,251.5
UM391HB,E02T100,Nimbus,Technical,4.02,31.0
UMDL8TO,E11R100,Webinar,Career,4.06,210.3
UMDL8TO,E07R100,Webinar,Career,4.48,164.9
UMDL8TO,E08C100,Concerts,Cultural,3.59,120.0
UMDL8TO,E07M142,Poster Making,Competition,3.92,108.7
UINC2MS,E12M142,Poster Making,Competition,3.47,190.0
U4N4UY4,E09M142,Poster Making,Competition,4.19,268.4
UDNNR7W,E12C100,Garba Night,Cultural,4.17,153.9
U215XES,E08M100,Sketching,Competition,4.13,249.2
U215XES,E10C100,Garba Night,Cultural,3.79,126.6
U215XES,E03C121,Poetry,Cultural,4.03,39.7
U215XES,E04M100,Sketching,Competition,4.22,27.8
U215XES,E11C121,Poetry,Cultural,4.35,24.9
UU06BMI,E11T100,Speed,Technical,4.25,120.2
UU06BMI,E06C100,Concerts,Cultural,3.99,107.8
U3W3IAG,E03M100,Sketching,Competition,3.91,218.2
UAKKL3K,E08R100,Webinar,Career,4.98,225.4
UMOJIPD,E08R100,Webinar,Career,3.25,24.7
U17LCW9,E02R100,Webinar,Career,3.8,74.1
U17LCW9,E12R100,Webinar,Career,4.47,89.5
UCOB99Z,E03R100,Webinar,Career,4.4,168.8
UCOB99Z,E07T100,Nimbus,Technical,4.26,51.9
UUZ3E4S,E05R100,Webinar,Career,2.89,48.8
UUZ3E4S,E09M100,Sketching,Competition,4.37,283.7
U02GAVK,E12C121,Poetry,Cultural,3.97,243.2
U02GAVK,E01M142,Poster Making,Competition,4.56,62.4
U02GAVK,E11M142,Poster Making,Competition,4.35,127.9
UBP2LMK,E02M100,Sketching,Competition,3.84,113.1
UBP2LMK,E05R100,Webinar,Career,3.83,239.4
UBP2LMK,E12R100,Webinar,Career,4.65,158.0
UBP2LMK,E11R100,Webinar,Career,3.73,47.1
U9D58RV,E03M100,Sketching,Competition,4.5,224.3
U9D58RV,E06T100,Nimbus,Technical,4.85,125.1
U3KNY3L,E10T100,Reload,Technical,4.3,86.2
U3KNY3L,E03R100,Webinar,Career,4.8,118.9
U3KNY3L,E05R100,Webinar,Career,3.77,154.3
U3KNY3L,E11R100,Webinar,Career,3.72,109.5
UIJLKR8,E10C100,Concerts,Cultural,3.37,80.2
UIJLKR8,E02T100,Speed,Technical,4.14,125.6
UIJLKR8,E03R100,Webinar,Career,3.59,15.6
UIJLKR8,E03T100,Reload,Technical,4.34,234.0
UIJLKR8,E09R100,Webinar,Career,3.45,59.6
UFFZA2U,E11T100,Nimbus,Technical,3.87,22.7
UFFZA2U,E11C121,Poetry,Cultural,3.88,199.6
UHREX3K,E10M100,Sketching,Competition,3.56,234.4
UHREX3K,E11R100,Webinar,Career,4.23,246.0
UHREX3K,E10T100,Reload,Technical,3.57,153.1
UHREX3K,E04R100,Webinar,Career,5.0,69.6
UAF4LF9,E03T100,Speed,Technical,4.03,223.8
UD6QYFC,E03C100,Concerts,Cultural,3.89,212.9
UD6QYFC,E02T100,Reload,Technical,4.41,81.4
UD6QYFC,E06R100,Webinar,Career,4.42,272.0
UD6QYFC,E08C100,Garba Night,Cultural,4.05,40.3
UD6QYFC,E06R100,Webinar,Career,4.39,295.0
UTAFCR0,E03C121,Poetry,Cultural,4.5,259.5
UTAFCR0,E01C100,Garba Night,Cultural,3.21,209.5
UTAFCR0,E06C100,Concerts,Cultural,3.88,282.2
UTAFCR0,E01M142,Poster Making,Competition,3.51,219.5
UTAFCR0,E02R100,Webinar,Career,4.55,65.2
UL1G8V8,E03C100,Garba Night,Cultural,4.15,138.2
UL1G8V8,E09M100,Sketching,Competition,4.73,30.7
UL1G8V8,E05M142,Poster Making,Competition,4.64,123.0
UL1G8V8,E04M142,Poster Making,Competition,3.98,225.1
UL1G8V8,E05T100,Reload,Technical,3.65,122.1
UDWQE2V,E07T100,Speed,Technical,4.22,105.8
URH4NM6,E03T100,Reload,Technical,4.84,182.7
URH4NM6,E06R100,Webinar,Career,3.37,262.9
URH4NM6,E07C121,Poetry,Cultural,3.76,23.8
URH4NM6,E06T100,Speed,Technical,4.18,121.8
URH4NM6,E03R100,Webinar,Career,3.31,55.9
UX2AA8Y,E07M142,Poster Making,Competition,4.71,211.7
UX2AA8Y,E05R100,Webinar,Career,4.46,40.7
UX2AA8Y,E08T100,Nimbus,Technical,4.04,202.8
UAZ6DJJ,E10M142,Poster Making,Competition,4.28,93.0
UAZ6DJJ,E12C100,Garba Night,Cultural,2.98,67.7
UAZ6DJJ,E04T100,Reload,Technical,4.79,281.5
UAZ6DJJ,E07T100,Reload,Technical,4.59,15.4
UAC0ZT9,E05T100,Speed,Technical,3.33,137.0
UAC0ZT9,E01T100,Nimbus,Technical,4.35,16.3
UAC0ZT9,E04T100,Nimbus,Technical,4.46,150.2
UI82JKE,E03C121,Poetry,Cultural,4.32,155.3
UI82JKE,E09M142,Poster Making,Competition,3.82,103.3
UI82JKE,E03R100,Webinar,Career,4.04,48.3
UI82JKE,E01R100,Webinar,Career,4.08,119.2
UI67U5N,E03T100,Nimbus,Technical,4.03,205.0
UI67U5N,E11M100,Sketching,Competition,5.0,236.9
UI67U5N,E12T100,Nimbus,Technical,4.54,163.9
UIT9YXB,E03R100,Webinar,Career,3.78,181.1
UIT9YXB,E07R100,Webinar,Career,4.44,68.2
UIT9YXB,E08T100,Nimbus,Technical,4.17,93.3
UIT9YXB,E11C100,Concerts,Cultural,4.78,56.9
UUINMK0,E03T100,Reload,Technical,3.79,82.3
UCAC3B2,E04C100,Concerts,Cultural,3.57,75.2
UCAC3B2,E04T100,Speed,Technical,3.69,160.6
UCAC3B2,E08R100,Webinar,Career,4.21,173.2
UT4XLL3,E09R100,Webinar,Career,3.81,284.0
UT4XLL3,E01C100,Concerts,Cultural,4.0,66.7
UT4XLL3,E09T100,Nimbus,Technical,3.54,196.1
U4IWG71,E06T100,Reload,Technical,4.3,247.0
U4IWG71,E01M142,Poster Making,Competition,3.97,172.5
U4IWG71,E03T100,Reload,Technical,4.25,84.0
U4IWG71,E07R100,Webinar,Career,3.93,86.1
UEBQFIF,E02R100,Webinar,Career,4.09,21.4
UEBQFIF,E11R100,Webinar,Career,4.79,98.6
UEBQFIF,E06R100,Webinar,Career,3.83,225.9
UB09LSN,E11M142,Poster Making,Competition,3.89,23.8
URP2PJ1,E10M100,Sketching,Competition,4.62,73.6
URP2PJ1,E04M100,Sketching,Competition,3.69,214.8
U3TWVM4,E09R100,Webinar,Career,4.54,237.0
U3TWVM4,E12M142,Poster Making,Competition,2.92,142.0
UIIIKHD,E01T100,Nimbus,Technical,4.37,212.4
UIIIKHD,E09M100,Sketching,Competition,3.86,122.5
UNK85LQ,E06C100,Garba Night,Cultural,3.15,56.4
U9UX0G9,E02C100,Concerts,Cultural,3.43,125.5
U9UX0G9,E10C100,Concerts,Cultural,4.38,178.2
U9UX0G9,E08C121,Poetry,Cultural,3.45,284.9
U9UX0G9,E07T100,Speed,Technical,4.36,29.9
U8G06EU,E01T100,Nimbus,Technical,3.67,157.1
U8G06EU,E02M100,Sketching,Competition,4.05,105.4
UX5IV4P,E07C100,Concerts,Cultural,4.28,157.4
UX5IV4P,E03R100,Webinar,Career,4.45,17.0
UX5IV4P,E04T100,Reload,Technical,4.51,100.8
UA81WDQ,E01R100,Webinar,Career,3.48,247.8
UA81WDQ,E03C121,Poetry,Cultural,3.79,170.6
U2KCJU3,E10R100,Webinar,Career,2.74,140.7
U2KCJU3,E06M142,Poster Making,Competition,4.23,92.8
U2KCJU3,E01R100,Webinar,Career,4.03,96.4
U2KCJU3,E07C100,Concerts,Cultural,3.65,121.1
U0JPMQT,E07C121,Poetry,Cultural,4.08,252.3
US9BRW2,E05T100,Speed,Technical,3.87,290.5
US9BRW2,E05M100,Sketching,Competition,3.45,137.2
